user_id,name,patient,doctor
2125,Michael Ruiz,y,n
2126,Sara Miranda,y,n
2127,Preston Ramirez,y,n
2128,Dr. Cassandra Johnson MD,y,n
2129,Joe Palmer,y,n
2130,Samuel Walsh,y,n
2131,Sarah Hebert,y,n
2132,Mrs. Barbara Christian DVM,y,n
2133,Kathleen Anderson,y,n
2134,David Good,y,n
2135,Bradley Wright,y,n
2136,Isaac Jones,y,n
2137,Jennifer Smith,y,n
2138,Tracy Mccoy,y,n
2139,Aaron Mcclure,y,n
2140,Kristen Wise,y,n
2141,Felicia Underwood,y,n
2142,Joseph Lynch,y,n
2143,Jeff Collins,y,n
2144,Rachel Adams,y,n
2145,John Nunez,y,n
2146,Anna Miller,y,n
2147,Rachael Cox,y,n
2148,Carrie Mosley,y,n
2149,Emily Lawrence,y,n
2150,Thomas Johnson,y,n
2151,Travis Jimenez,y,n
2152,Steven Warren,y,n
2153,Paul Brooks,y,n
2154,Michael Diaz,y,n
2155,Angela Rivera,y,n
2156,Daniel Parker,y,n
2157,Donna Flores DVM,y,n
2158,Chad Holmes,y,n
2159,Karen Crane,y,n
2160,Robert Lee,y,n
2161,Samantha Martinez,y,n
2162,Alicia Shepard,y,n
2163,Anthony Wise,y,n
2164,Joel Smith,y,n
2165,Kevin Vazquez,y,n
2166,Robin Parker,y,n
2167,Lisa Phelps,y,n
2168,Robert Johnson,y,n
2169,Mark Curry,y,n
2170,Joel Oliver,y,n
2171,Amanda Welch,y,n
2172,Anthony Trevino,y,n
2173,Debra Bradley,y,n
2174,Jasmine Smith,y,n
2175,Sharon Carrillo,y,n
2176,Beverly Olsen,y,n
2177,Thomas Jones,y,n
2178,Joyce Scott,y,n
2179,Tiffany Downs,y,n
2180,Lindsey Smith,y,n
2181,Thomas Michael,y,n
2182,Frederick Wright,y,n
2183,Larry Howell,y,n
2184,Andrew Buchanan,y,n
2185,Heidi Moore,y,n
2186,Samuel Moore,y,n
2187,Dominique Mitchell,y,n
2188,Alan Taylor,y,n
2189,Kenneth Stephens,y,n
2190,Samuel Hughes,y,n
2191,Dana Jones,y,n
2192,Seth White,y,n
2193,James Ponce,y,n
2194,Stephanie Hampton,y,n
2195,Shawn Brewer,y,n
2196,Michael Brown,y,n
2197,Joshua Wilson,y,n
2198,Jonathan Murray DDS,y,n
2199,James Cole,y,n
2200,Michael Miranda,y,n
2201,Kaitlin Price,y,n
2202,Tony Stuart,y,n
2203,Bryan Oconnor,y,n
2204,Nicholas Meyer,y,n
2205,Richard Park,y,n
2206,Teresa Moore,y,n
2207,Jordan Smith,y,n
2208,Alicia Wells,y,n
2209,Daniel Kirk,y,n
2210,Jason Nelson,y,n
2211,Kelly Camacho,y,n
2212,Joseph Brown,y,n
2213,Mr. Joseph Graves,y,n
2214,Andres Green,y,n
2215,Victoria Simmons,y,n
2216,Jade Wood,y,n
2217,Andrea Cisneros,y,n
2218,Robert Ross,y,n
2219,Kathryn Morgan,y,n
2220,Erin Garcia,y,n
2221,Thomas Jensen,y,n
2222,Jacob Mooney,y,n
2223,Cindy Murphy,y,n
2224,Derrick Williams,y,n
2225,Lindsey Barton,y,n
2226,Joe Silva,y,n
2227,Jennifer Owens,y,n
2228,Thomas Lee,y,n
2229,Amber Baird,y,n
2230,Maxwell Williams,y,n
2231,Michael Silva,y,n
2232,Sherri Mahoney,y,n
2233,Jonathan Thompson,y,n
2234,Sandra Neal,y,n
2235,Amy Booker,y,n
2236,Alejandro Garcia,y,n
2237,Morgan Cline,y,n
2238,Maria Spence,y,n
2239,Crystal Navarro,y,n
2240,Scott Lambert,y,n
2241,Keith Davis,y,n
2242,Mrs. Erin Griffith,y,n
2243,Maria Simpson,y,n
2244,Heidi Spence,y,n
2245,David Chandler,y,n
2246,Angel Martin,y,n
2247,Michael Nichols,y,n
2248,Erica Harris,y,n
2249,Kyle Lin,y,n
2250,Garrett Garza,y,n
2251,Sean Johnson,y,n
2252,Justin Mendoza,y,n
2253,Eugene Newton,y,n
2254,Todd Bennett,y,n
2255,Robert Evans,y,n
2256,Alan Oliver,y,n
2257,Cheryl Davis,y,n
2258,Katherine Simpson,y,n
2259,Scott Reyes,y,n
2260,Andrew Harding,y,n
2261,Mary Edwards,y,n
2262,Christopher Collins,y,n
2263,David Gates,y,n
2264,Adam Ayala,y,n
2265,Amy Miller,y,n
2266,Maria Cox,y,n
2267,Ruth Lewis,y,n
2268,Crystal Braun,y,n
2269,Charles Elliott,y,n
2270,Lindsey Russell,y,n
2271,Tracy Kim,y,n
2272,Cameron Jackson,y,n
2273,Sean Cervantes,y,n
2274,Nicholas Fischer,y,n
2275,April Pruitt,y,n
2276,Dustin Bond,y,n
2277,Russell Bryant,y,n
2278,Jaime Anderson,y,n
2279,Gary Williams,y,n
2280,Stephen Hobbs,y,n
2281,Alexandra Payne,y,n
2282,Caitlin Boyd,y,n
2283,Danielle Horne,y,n
2284,Shelly Olsen,y,n
2285,Susan Patton,y,n
2286,William Conway,y,n
2287,Nicholas Patton,y,n
2288,Mr. Joel Burke,y,n
2289,Michelle Johnson,y,n
2290,Debra Brown,y,n
2291,Jason Tucker,y,n
2292,Craig Rivera,y,n
2293,Gregory Carey,y,n
2294,Jacob Smith,y,n
2295,William Thomas,y,n
2296,Curtis Pace,y,n
2297,Steve Fox,y,n
2298,Samantha Curtis,y,n
2299,Amanda Marshall,y,n
2300,Regina Martinez,y,n
2301,Christopher Taylor,y,n
2302,James Lutz,y,n
2303,Justin Obrien,y,n
2304,Cathy Campbell,y,n
2305,Melanie Vaughan,y,n
2306,Jessica Adkins,y,n
2307,Manuel Dougherty,y,n
2308,Charles Banks,y,n
2309,James Clark,y,n
2310,Troy Riddle,y,n
2311,Cynthia Lewis,y,n
2312,Theresa Thompson,y,n
2313,Angela Green,y,n
2314,Denise Duncan,y,n
2315,Audrey Preston,y,n
2316,Mark Melton,y,n
2317,Joy Thompson,y,n
2318,Derek Jordan,y,n
2319,Katherine Taylor,y,n
2320,Howard Howard,y,n
2321,Dustin Moore,y,n
2322,Courtney Jenkins,y,n
2323,Barry Gutierrez,y,n
2324,Tiffany Mcknight DVM,y,n
2325,Dennis Murphy,y,n
2326,Kim Stanley,y,n
2327,Ann Castillo,y,n
2328,Curtis Taylor,y,n
2329,Carla Hogan,y,n
2330,Anthony Costa,y,n
2331,James Quinn,y,n
2332,Catherine Murray,y,n
2333,Joshua Klein,y,n
2334,Wendy Buck,y,n
2335,Brian Richardson,y,n
2336,Donald Williams,y,n
2337,Daniel Crane,y,n
2338,Geoffrey Brown MD,y,n
2339,Eric Evans,y,n
2340,Tony Lopez,y,n
2341,Natasha Martin,y,n
2342,Miguel Whitney,y,n
2343,William Bonilla,y,n
2344,Cory Lawson,y,n
2345,Jerome Poole,y,n
2346,Gina Ward,y,n
2347,Matthew Howell,y,n
2348,Tina Murphy,y,n
2349,Tyler Huff,y,n
2350,Matthew Marshall,y,n
2351,Timothy Davis,y,n
2352,Mark Evans,y,n
2353,Shannon Coleman,y,n
2354,Jennifer Hawkins,y,n
2355,Eric Taylor,y,n
2356,Maria Smith,y,n
2357,Scott Avila,y,n
2358,Paula Farmer,y,n
2359,Zachary Hughes,y,n
2360,Ashley Morales,y,n
2361,Patricia Ingram,y,n
2362,Alexis Martin,y,n
2363,Ms. Ashley Oconnell,y,n
2364,Rick Watson,y,n
2365,Margaret Stafford,y,n
2366,Jacqueline Reyes,y,n
2367,Anthony Scott,y,n
2368,Joanna Brown,y,n
2369,William Trujillo,y,n
2370,Steven Anderson,y,n
2371,Michael Johnson,y,n
2372,Jonathan West,y,n
2373,Michael Greene,y,n
2374,Ian Thompson,y,n
2375,Michelle Cunningham,y,n
2376,Sarah Barnett,y,n
2377,Cindy Owens,y,n
2378,Michael Trujillo,y,n
2379,Diana Watson,y,n
2380,Tabitha Castro,y,n
2381,Troy Mata,y,n
2382,Bryan Marshall,y,n
2383,Laura Wiley,y,n
2384,Erin Smith,y,n
2385,Sandy Castro,y,n
2386,Helen Garza,y,n
2387,Patrick Velasquez,y,n
2388,Robin Shaffer,y,n
2389,Michelle Cole,y,n
2390,Tamara Jones,y,n
2391,Tracy Keller,y,n
2392,Louis Jones,y,n
2393,Christopher Moss,y,n
2394,David Quinn,y,n
2395,Nicholas Jackson,y,n
2396,Adam Martin DDS,y,n
2397,John Pineda,y,n
2398,Krista Hancock,y,n
2399,Nicole Harris,y,n
2400,Kaitlin Smith,y,n
2401,Nicole Ramos,y,n
2402,Cassandra Gordon,y,n
2403,Christopher Wright,y,n
2404,Dorothy Baker,y,n
2405,William Becker,y,n
2406,Kevin Boyd DDS,y,n
2407,Matthew Torres,y,n
2408,Hannah Ramsey,y,n
2409,Cheyenne Fry,y,n
2410,Anthony Romero DDS,y,n
2411,Elizabeth Trevino,y,n
2412,Jennifer Garza,y,n
2413,Andrew Fuller,y,n
2414,Sarah Rodriguez,y,n
2415,Felicia Becker,y,n
2416,Alex Dixon,y,n
2417,Sean Rodriguez,y,n
2418,Gary Marshall,y,n
2419,Bruce Harrison,y,n
2420,Thomas Miller,y,n
2421,Ashley Pearson,y,n
2422,Julie Davis,y,n
2423,Jesse Douglas,y,n
2424,Jonathan Miller,y,n
2425,Amy Mills,y,n
2426,Maureen Allen,y,n
2427,Molly Stevens,y,n
2428,Anthony Mccarthy,y,n
2429,Wesley Jacobs,y,n
2430,Justin Howard,y,n
2431,Samuel Williams,y,n
2432,Amanda Fletcher,y,n
2433,Gwendolyn Farrell DDS,y,n
2434,Amy Mercado,y,n
2435,Oscar Richards,y,n
2436,Alyssa Phillips,y,n
2437,Blake Chung,y,n
2438,Ann Gardner,y,n
2439,James Blair,y,n
2440,Nicole Brown,y,n
2441,Nicole Tucker,y,n
2442,Jason Robertson,y,n
2443,Christopher Jones,y,n
2444,Jason Dominguez,y,n
2445,Timothy Morgan,y,n
2446,Micheal Armstrong,y,n
2447,Anna White,y,n
2448,Vanessa Murillo,y,n
2449,Daniel Bradley,y,n
2450,Tina Mckenzie,y,n
2451,Brian Maddox,y,n
2452,Cynthia Scott,y,n
2453,Robert Montgomery,y,n
2454,Jonathan Russell,y,n
2455,Jason Williamson,y,n
2456,David Turner,y,n
2457,Brandy Holloway,y,n
2458,Mrs. Renee Garcia MD,y,n
2459,Mr. Cesar Clements,y,n
2460,Matthew Lucero,y,n
2461,Shawn Smith,y,n
2462,Timothy Hansen,y,n
2463,Jose Duncan,y,n
2464,Sue Berry,y,n
2465,James Gardner,y,n
2466,Christine Adams,y,n
2467,Steven Webster,y,n
2468,Peter Thomas,y,n
2469,Alan Griffin,y,n
2470,Alexis Allison,y,n
2471,Kevin Howell,y,n
2472,Paul Allen,y,n
2473,Lori Ali,y,n
2474,William Johnson,y,n
2475,Brian Fitzgerald,y,n
2476,Sophia Paul,y,n
2477,David Green,y,n
2478,Ryan Mullins,y,n
2479,Melissa Baldwin,y,n
2480,Larry Higgins,y,n
2481,Ryan Turner,y,n
2482,Connor Hubbard,y,n
2483,Angela Norman,y,n
2484,Lisa Boyd,y,n
2485,Elizabeth Vaughn,y,n
2486,Valerie Bell,y,n
2487,Melissa Stevenson,y,n
2488,Benjamin Martinez,y,n
2489,Kayla Miller,y,n
2490,Kenneth Williams,y,n
2491,Scott Munoz,y,n
2492,Rachael Peterson,y,n
2493,Taylor Jones,y,n
2494,Christopher Cooke,y,n
2495,Cynthia Gregory,y,n
2496,Dylan Love,y,n
2497,Jonathan Christian,y,n
2498,Melissa Ortega,y,n
2499,Erin Green,y,n
2500,Lisa Kennedy MD,y,n
2501,Hannah Rodriguez,y,n
2502,Jennifer Whitehead,y,n
2503,Nicole Randolph,y,n
2504,Michael Forbes,y,n
2505,Maurice Miller,y,n
2506,Alan Sloan,y,n
2507,Dominic Hahn,y,n
2508,Deborah Smith,y,n
2509,Nicholas Gonzalez,y,n
2510,Sierra Johnson,y,n
2511,Michael Hernandez,y,n
2512,Jeremy Walker,y,n
2513,Jessica Patton,y,n
2514,Patricia Clarke,y,n
2515,Gary Murray,y,n
2516,Ryan Little,y,n
2517,Julie Baker,y,n
2518,John Evans,y,n
2519,Christina Johnson,y,n
2520,Linda Lee,y,n
2521,Kaylee Wagner,y,n
2522,Christopher Phillips,y,n
2523,Angela Austin,y,n
2524,Beth Taylor,y,n
2525,Timothy Young,y,n
2526,Annette Higgins,y,n
2527,Darren Downs,y,n
2528,Joseph Campbell,y,n
2529,Jonathan Singleton,y,n
2530,Erin Blanchard DDS,y,n
2531,Sarah Martinez MD,y,n
2532,Kim Hicks,y,n
2533,Samantha Carr,y,n
2534,Sarah Evans,y,n
2535,Kevin Ramos,y,n
2536,Heather Aguilar,y,n
2537,Wendy Ellis,y,n
2538,Nathaniel Hill,y,n
2539,Heidi Davis,y,n
2540,Robert Harding,y,n
2541,Amanda Turner,y,n
2542,Luke Cox,y,n
2543,Timothy Smith DDS,y,n
2544,Michael Mann,y,n
2545,Megan Cummings,y,n
2546,Tyler Ortiz,y,n
2547,Eric Bennett,y,n
2548,Peter Walton,y,n
2549,Kenneth Kim,y,n
2550,David Turner,y,n
2551,Nicholas Smith,y,n
2552,Patricia Wise,y,n
2553,Sean Moore,y,n
2554,Margaret Santiago,y,n
2555,Jacqueline Adams,y,n
2556,Sarah Evans,y,n
2557,Hannah Jackson,y,n
2558,Kevin Copeland,y,n
2559,Morgan Prince,y,n
2560,Jessica Lucas,y,n
2561,Michael Harris,y,n
2562,Douglas Cross,y,n
2563,Jack Smith,y,n
2564,Jennifer Garcia,y,n
2565,Joseph Scott,y,n
2566,Joseph Mccoy,y,n
2567,Bradley Jones,y,n
2568,John Robinson,y,n
2569,Billy Stevens,y,n
2570,Glenn Patrick DDS,y,n
2571,Dr. Richard Meyer,y,n
2572,Mike Dixon,y,n
2573,Stephen Butler,y,n
2574,Tony Murphy,y,n
2575,Ruben Mccoy,y,n
2576,Larry Hall,y,n
2577,Jeffrey Ramos,y,n
2578,Rachel Sanders,y,n
2579,Fred Gonzalez,y,n
2580,Nicole Myers,y,n
2581,Heidi Walton,y,n
2582,Jamie Dominguez,y,n
2583,Timothy Taylor,y,n
2584,Kirk Parker,y,n
2585,Vanessa Evans,y,n
2586,Steven Sanchez,y,n
2587,Charles Chan,y,n
2588,John Myers,y,n
2589,Justin Fletcher,y,n
2590,Courtney Stevens,y,n
2591,Rodney Barnes,y,n
2592,Julian Bradford,y,n
2593,Wesley Kidd,y,n
2594,Jennifer Rodriguez,y,n
2595,Pamela Frank,y,n
2596,Roberto Spencer,y,n
2597,Steven Johnson,y,n
2598,Crystal Callahan,y,n
2599,Yolanda Reyes,y,n
2600,James Howard,y,n
2601,Elizabeth Robinson,y,n
2602,Thomas Thompson,y,n
2603,Ann Bridges,y,n
2604,Christine Heath,y,n
2605,Dr. Deborah Brown,y,n
2606,Christopher Horton,y,n
2607,Mrs. Christina Hess PhD,y,n
2608,Benjamin Gonzalez,y,n
2609,Michael Jones,y,n
2610,Laura Meyers,y,n
2611,Kristen Williams,y,n
2612,Jade Cruz,y,n
2613,Sara Valencia,y,n
2614,Lisa Roberts,y,n
2615,Sean Bray,y,n
2616,Zachary Richardson,y,n
2617,Heidi Oneal,y,n
2618,Crystal Foley,y,n
2619,David Villarreal,y,n
2620,Adam Vaughn,y,n
2621,Tammy Wilson,y,n
2622,Michael Brown,y,n
2623,Jacob Carroll,y,n
2624,Tom Fuentes,y,n
2625,Daniel Martin,y,n
2626,Daniel Hernandez,y,n
2627,Dr. Jennifer Smith,y,n
2628,Carl Adams,y,n
2629,George Bush,y,n
2630,Donald Hanson,y,n
2631,John Kennedy,y,n
2632,John Combs,y,n
2633,Michelle Vaughn,y,n
2634,Daniel Dunlap,y,n
2635,Miss Emily Campbell,y,n
2636,Victoria Perez,y,n
2637,Melanie Jacobs,y,n
2638,Jeffrey Ramos,y,n
2639,Samantha Hall,y,n
2640,Kelly Steele,y,n
2641,Linda Higgins,y,n
2642,Kenneth Powell,y,n
2643,Jacqueline Martinez,y,n
2644,Michael Cox,y,n
2645,Sydney Williams,y,n
2646,Sarah Simon,y,n
2647,Tyler Brown,y,n
2648,Karen Clark,y,n
2649,Ariel Smith,y,n
2650,Robert Thomas,y,n
2651,Michael Miller,y,n
2652,Matthew James,y,n
2653,Hannah Bennett,y,n
2654,Gary Munoz,y,n
2655,Stephen Jenkins,y,n
2656,Pedro Macdonald,y,n
2657,Robert Johnson,y,n
2658,Maria Patel,y,n
2659,Leon Arroyo,y,n
2660,William Obrien,y,n
2661,Henry Myers,y,n
2662,Allison Johnson,y,n
2663,William Pittman,y,n
2664,Laura Miller,y,n
2665,Anna Fitzgerald,y,n
2666,Dawn Miller,y,n
2667,James Wallace,y,n
2668,Leslie Duffy,y,n
2669,Natasha Hernandez,y,n
2670,Shane Williams,y,n
2671,Heidi King,y,n
2672,Jimmy Haynes,y,n
2673,Andre Hill,y,n
2674,Shari Chavez,y,n
2675,Sean Gonzalez,y,n
2676,Amy Massey,y,n
2677,Joseph Gibson,y,n
2678,Nathan Schroeder,y,n
2679,William Watson,y,n
2680,Joshua Garcia,y,n
2681,Gabrielle Thomas,y,n
2682,Nancy Velazquez,y,n
2683,Shawn Lee,y,n
2684,Lucas Bell,y,n
2685,Scott Kennedy,y,n
2686,Sarah Jenkins,y,n
2687,Gina Rodriguez,y,n
2688,David Hernandez,y,n
2689,David Lee,y,n
2690,Rachel Grimes,y,n
2691,Guy Bailey,y,n
2692,Joseph Shah,y,n
2693,Stephen Powell,y,n
2694,Carol Smith,y,n
2695,Heidi Forbes,y,n
2696,Jennifer Jennings,y,n
2697,David Davis,y,n
2698,John Jones,y,n
2699,Aaron Wilson,y,n
2700,Andrew Thomas,y,n
2701,Jeremy Lozano,y,n
2702,Mackenzie Butler,y,n
2703,Jason Whitaker,y,n
2704,Daniel Baldwin,y,n
2705,Kristine Cooper,y,n
2706,Nicole Poole,y,n
2707,Sally Gallegos,y,n
2708,Eric Trevino,y,n
2709,Daniel Shaw,y,n
2710,Michael Moore,y,n
2711,Katherine Mitchell,y,n
2712,Cody Harris,y,n
2713,Kelsey Alvarez,y,n
2714,Wendy Navarro,y,n
2715,Lori Chambers,y,n
2716,Donna Anderson,y,n
2717,Jason Scott,y,n
2718,Autumn Lynn MD,y,n
2719,Susan Long,y,n
2720,William Porter,y,n
2721,Jamie Bradley,y,n
2722,Linda Henry,y,n
2723,Julie Webb,y,n
2724,Mr. David Adams,y,n
2725,Janet Smith,y,n
2726,Susan Davis,y,n
2727,Cynthia Edwards,y,n
2728,Tammy Pittman DDS,y,n
2729,Sherry Wagner DDS,y,n
2730,Elizabeth Ellis,y,n
2731,Sharon Smith,y,n
2732,Brandi Lee,y,n
2733,Jamie Watson,y,n
2734,Shawna Guzman,y,n
2735,Melanie Brown,y,n
2736,James Spears,y,n
2737,Sherri Moody,y,n
2738,Patrick Taylor,y,n
2739,Roberto Gray,y,n
2740,William Chavez,y,n
2741,Dylan Chen,y,n
2742,Jacqueline Hernandez,y,n
2743,Joel Watts,y,n
2744,Natalie Gonzalez,y,n
2745,Sandra Young,y,n
2746,Adriana Sandoval,y,n
2747,Jeffrey Torres,y,n
2748,Lauren Payne,y,n
2749,Brenda Chapman,y,n
2750,Nathan Stanley,y,n
2751,Donald Patton,y,n
2752,Kevin Brown,y,n
2753,Juan Faulkner,y,n
2754,Stacie Kim,y,n
2755,Heather Wolfe,y,n
2756,Dawn Miller,y,n
2757,Patrick Rocha,y,n
2758,Vicki West,y,n
2759,Sherry Hayes,y,n
2760,Lindsay Savage,y,n
2761,Linda Graham,y,n
2762,Charles Rivas,y,n
2763,Matthew Pierce,y,n
2764,Jasmine Jones,y,n
2765,Tracy Garcia,y,n
2766,Sandra Flores,y,n
2767,Dr. Kristen Cook,y,n
2768,Mary Ward,y,n
2769,Victoria Jensen,y,n
2770,Ryan Hart,y,n
2771,Jeremiah Hernandez,y,n
2772,Dr. Madison Parker,y,n
2773,Mary Webb,y,n
2774,Sylvia Patterson,y,n
2775,Danny Miller,y,n
2776,Erica Barber,y,n
2777,Jessica Miller,y,n
2778,Kathy Newman,y,n
2779,Marvin Schroeder,y,n
2780,Michael Durham,y,n
2781,Cheyenne Bradford,y,n
2782,Andrew Parker,y,n
2783,Holly Smith,y,n
2784,Vanessa Phillips,y,n
2785,Jeffrey Sims,y,n
2786,John Glenn,y,n
2787,Rachel Lopez,y,n
2788,Frederick Robinson,y,n
2789,Daniel Robinson,y,n
2790,Donald Davis,y,n
2791,Darrell Smith,y,n
2792,Teresa Cox,y,n
2793,Tonya Harris,y,n
2794,Ana Henry,y,n
2795,Jasmine Rios,y,n
2796,Alicia Young,y,n
2797,Roberta Bautista,y,n
2798,Eric Roberts DDS,y,n
2799,Edward Jacobs,y,n
2800,Stephen Smith,y,n
2801,Travis Hunt,y,n
2802,Holly King,y,n
2803,Nancy Carr,y,n
2804,Brooke Johnson,y,n
2805,Robert Lee,y,n
2806,Alyssa Morris,y,n
2807,Cindy Mccoy,y,n
2808,Karen Watts,y,n
2809,James Evans,y,n
2810,Tammy Herring,y,n
2811,Mark Turner,y,n
2812,Joseph Tran,y,n
2813,Jeffrey Hart,y,n
2814,Cheryl Kelly,y,n
2815,David Gibson,y,n
2816,Danielle Galvan,y,n
2817,Michael Hodge,y,n
2818,Pam Figueroa,y,n
2819,Kyle Reid,y,n
2820,Mary Nixon,y,n
2821,Jack Perkins,y,n
2822,Jessica Cruz,y,n
2823,Veronica Nixon,y,n
2824,Jerry Soto,y,n
2825,Joseph Howard,y,n
2826,Russell Wallace,y,n
2827,Diane Davenport,y,n
2828,Michael Brady,y,n
2829,Arthur Harris,y,n
2830,Spencer Houston,y,n
2831,David Mckee,y,n
2832,Paul Lin,y,n
2833,Michele Jackson,y,n
2834,Theresa Singleton,y,n
2835,Jaime Woods,y,n
2836,Jessica Fowler,y,n
2837,David Woods,y,n
2838,Mary Smith,y,n
2839,Jonathan Massey,y,n
2840,Erica Thomas,y,n
2841,Victoria Adams,y,n
2842,Robert Benson,y,n
2843,Linda Ortiz,y,n
2844,Rachel Lynch,y,n
2845,Katie Wiggins,y,n
2846,Christina Baxter,y,n
2847,Joshua Dorsey,y,n
2848,Shari Bowman,y,n
2849,Douglas Welch,y,n
2850,Luke Valdez,y,n
2851,Amy Perez,y,n
2852,Jennifer Kelley,y,n
2853,Stacy Shaffer,y,n
2854,Michelle Dennis,y,n
2855,Julie Mueller,y,n
2856,Stacey Warren,y,n
2857,Michael Steele,y,n
2858,James Sharp,y,n
2859,Brian Martin,y,n
2860,James Norton,y,n
2861,Jennifer Taylor,y,n
2862,Mr. Brett Shepherd,y,n
2863,Brandy Choi,y,n
2864,Monique Lopez,y,n
2865,Tina Flores,y,n
2866,Angela Raymond,y,n
2867,Anthony Burnett,y,n
2868,Michael Williams,y,n
2869,John Tate,y,n
2870,Christopher Hall,y,n
2871,Jill Quinn,y,n
2872,Patrick Carter,y,n
2873,Angela Yang,y,n
2874,Donald Collins,y,n
2875,William Horne,y,n
2876,Stephen Nelson,y,n
2877,Michael Jacobs,y,n
2878,John White,y,n
2879,Melanie Bailey,y,n
2880,Mr. Richard Martinez PhD,y,n
2881,Samantha Raymond,y,n
2882,Roger Smith,y,n
2883,Nathaniel Kerr,y,n
2884,Rhonda Patterson,y,n
2885,Philip Wilson,y,n
2886,Cheryl Brewer,y,n
2887,Nicole Miller,y,n
2888,Sophia Castaneda,y,n
2889,Joshua Vaughan,y,n
2890,Misty Robinson,y,n
2891,David Daugherty,y,n
2892,Christopher Valdez,y,n
2893,Karen Melendez,y,n
2894,Clifford Lewis,y,n
2895,Jennifer Lewis,y,n
2896,Eric Campbell,y,n
2897,Thomas Molina,y,n
2898,James Vasquez,y,n
2899,Emily Wilson,y,n
2900,Samantha Cole,y,n
2901,Gary Saunders,y,n
2902,Terrence Davis,y,n
2903,Scott Lyons,y,n
2904,Joshua Hayes,y,n
2905,Kelly Thomas,y,n
2906,Logan Wilson,y,n
2907,Christopher Marks,y,n
2908,Jamie Smith,y,n
2909,William Bryant,y,n
2910,Kimberly West,y,n
2911,Cassidy Garcia,y,n
2912,Mary Roberts,y,n
2913,Diana Pacheco,y,n
2914,Jack Smith,y,n
2915,Sally Morris,y,n
2916,Leah Floyd,y,n
2917,Rebekah Davis,y,n
2918,Lisa Melendez,y,n
2919,Cheryl Green,y,n
2920,Cassie Garrett,y,n
2921,Charles Bruce,y,n
2922,Joshua Alvarado,y,n
2923,Darius Downs,y,n
2924,Gary Walker,y,n
2925,Jessica Compton,y,n
2926,James Bennett,y,n
2927,Brandy Morgan,y,n
2928,Brianna Alvarez,y,n
2929,Angela Nelson DDS,y,n
2930,Morgan Gordon,y,n
2931,Julie Harris,y,n
2932,Amy Ruiz,y,n
2933,Patrick Robertson,y,n
2934,Vanessa Allen,y,n
2935,Spencer Davis,y,n
2936,James Lewis,y,n
2937,Caitlin Saunders,y,n
2938,John Mora,y,n
2939,Michael Rodgers,y,n
2940,Richard Robertson,y,n
2941,Monica Haynes,y,n
2942,Susan Allen,y,n
2943,Susan Scott,y,n
2944,Jordan Thompson,y,n
2945,Thomas Collins,y,n
2946,Michael Miller,y,n
2947,Mrs. Pamela Cooper,y,n
2948,Joshua Martin,y,n
2949,Bonnie Erickson,y,n
2950,Brandon Ortega,y,n
2951,Paula Diaz,y,n
2952,Mackenzie Stone,y,n
2953,Gary Rhodes,y,n
2954,Stephen Woods,y,n
2955,David Thomas,y,n
2956,Chelsea Robbins,y,n
2957,Jason Gonzales,y,n
2958,Kevin Valdez,y,n
2959,Alex Boyd,y,n
2960,Timothy Rivera,y,n
2961,Charles Ward,y,n
2962,Diane Nelson,y,n
2963,Paula Valentine,y,n
2964,Barbara Odonnell,y,n
2965,Dr. Tiffany Hernandez,y,n
2966,Curtis Thompson,y,n
2967,Douglas Booker,y,n
2968,Jacob Thomas,y,n
2969,Monica Harris,y,n
2970,Rebekah Hendricks,y,n
2971,Lee Cooley,y,n
2972,Christian Graham,y,n
2973,Amber Chambers,y,n
2974,Zoe Calderon,y,n
2975,Ashley Gonzalez,y,n
2976,Heather Montoya,y,n
2977,Sarah Davis,y,n
2978,Mark Martinez Jr.,y,n
2979,Aaron Jensen,y,n
2980,Brenda Hardin,y,n
2981,Julie Gonzales,y,n
2982,Daniel Flores,y,n
2983,Teresa Roy,y,n
2984,Linda Singleton,y,n
2985,Tyler Cruz,y,n
2986,Erika Garcia,y,n
2987,Warren Gomez,y,n
2988,Renee Carpenter,y,n
2989,Miranda Marquez,y,n
2990,Stephanie Myers MD,y,n
2991,Anthony Keith,y,n
2992,Mrs. Deborah Graves DDS,y,n
2993,Kristopher Soto,y,n
2994,Tracy Peters,y,n
2995,Gabrielle Lynch,y,n
2996,Nathan Holmes,y,n
2997,Lori Edwards,y,n
2998,Terry Miller,y,n
2999,Susan Long,y,n
3000,Daniel Anderson,y,n
3001,Rhonda Roberts,y,n
3002,Gabrielle Travis,y,n
3003,Jacob Watson,y,n
3004,Amanda Jimenez,y,n
3005,Deborah Francis,y,n
3006,Donald Villegas,y,n
3007,Earl Hurley,y,n
3008,David Collins,y,n
3009,John Roberts,y,n
3010,Linda Santiago,y,n
3011,Kathleen Long,y,n
3012,Kyle Neal,y,n
3013,Marissa Williams,y,n
3014,Rachael Miller,y,n
3015,Kathy Grimes,y,n
3016,Ann Dixon,y,n
3017,Lauren Miller,y,n
3018,Linda Martinez,y,n
3019,James Wood,y,n
3020,Jasmine Howe,y,n
3021,Richard Young,y,n
3022,Sarah Collins,y,n
3023,Jessica Henderson,y,n
3024,Patrick Phillips,y,n
3025,Kaylee Mcdonald,y,n
3026,Alec Thomas,y,n
3027,Jason Hernandez,y,n
3028,Amy Mitchell,y,n
3029,Robert Diaz,y,n
3030,Charles Meza,y,n
